Age,Gender,Annual_Income,Employment_Status,Education_Level,Marital_Status,Dependents,Loan_Amount,Loan_Term,Credit_Score,Existing_Loan,Property_Area,Loan_Status
48,Female,309094,Self-Employed,Not Graduate,Single,2,1154495,120,316,No,Semiurban,0
35,Male,413749,Salaried,Not Graduate,Married,0,197683,36,833,No,Rural,1
50,Female,1276082,Salaried,Graduate,Single,1,244555,120,380,No,Semiurban,1
57,Female,914601,Salaried,Graduate,Single,0,1514249,60,735,No,Urban,1
49,Female,1242706,Salaried,Graduate,Single,1,1022360,12,307,No,Rural,0
42,Male,1096769,Self-Employed,Graduate,Single,2,1074011,120,586,Yes,Urban,1
24,Male,313402,Self-Employed,Not Graduate,Married,0,876965,240,485,No,Rural,0
40,Female,1004901,Self-Employed,Not Graduate,Single,2,411970,12,823,No,Urban,1
52,Female,1344835,Salaried,Graduate,Married,0,1721859,36,721,No,Rural,1
56,Male,569007,Salaried,Graduate,Single,1,1782217,24,765,No,Urban,1
24,Male,1551156,Salaried,Graduate,Married,4,1952283,240,382,Yes,Urban,0
47,Female,1400258,Unemployed,Graduate,Married,4,969029,12,866,No,Rural,1
37,Male,1573061,Self-Employed,Not Graduate,Single,3,721813,180,782,Yes,Rural,1
32,Female,373034,Self-Employed,Not Graduate,Single,3,945176,120,624,No,Semiurban,0
42,Male,659394,Salaried,Graduate,Married,2,69507,240,718,No,Semiurban,1
37,Female,1822558,Salaried,Graduate,Single,0,784756,60,350,No,Rural,1
30,Female,694061,Salaried,Graduate,Single,3,1840580,180,326,No,Rural,0
21,Male,940671,Salaried,Graduate,Single,1,995410,360,844,No,Urban,1
42,Female,433007,Salaried,Not Graduate,Single,4,516401,360,361,No,Urban,0
46,Female,463559,Unemployed,Graduate,Single,0,1591383,180,470,Yes,Semiurban,0
38,Female,218968,Salaried,Graduate,Single,4,1373913,60,585,No,Semiurban,0
34,Male,643891,Salaried,Graduate,Single,0,539774,60,416,No,Semiurban,1
49,Male,734718,Salaried,Not Graduate,Single,3,1457912,360,303,No,Urban,0
32,Male,1448648,Unemployed,Graduate,Single,3,812431,60,365,No,Urban,0
56,Female,151515,Self-Employed,Not Graduate,Married,2,786809,180,359,No,Urban,0
55,Male,247206,Self-Employed,Not Graduate,Single,0,1424762,12,801,No,Semiurban,0
32,Female,395282,Unemployed,Not Graduate,Single,1,371660,60,528,Yes,Rural,0
27,Female,1958566,Salaried,Graduate,Single,3,1622744,24,399,No,Semiurban,1
49,Male,557821,Self-Employed,Graduate,Single,2,1572957,180,418,No,Urban,0
31,Male,992672,Salaried,Graduate,Single,3,1260340,180,368,No,Semiurban,0
53,Female,155586,Salaried,Graduate,Married,4,906922,180,520,Yes,Semiurban,0
26,Female,1168725,Self-Employed,Graduate,Married,3,83512,36,522,No,Semiurban,1
35,Male,1058806,Self-Employed,Graduate,Single,0,1764655,12,803,Yes,Semiurban,1
52,Male,919565,Salaried,Graduate,Married,2,1809363,12,510,No,Urban,0
31,Male,1754050,Salaried,Not Graduate,Single,0,1110978,60,874,Yes,Semiurban,1
43,Female,1749792,Salaried,Graduate,Single,1,1987888,180,561,No,Urban,1
46,Female,1952200,Salaried,Graduate,Married,1,694052,240,817,Yes,Semiurban,1
54,Female,1937023,Salaried,Not Graduate,Married,3,714576,180,547,No,Urban,1
54,Female,1583710,Salaried,Not Graduate,Married,2,295739,60,556,No,Rural,1
49,Female,1547749,Salaried,Not Graduate,Married,2,1129626,12,362,Yes,Urban,0
24,Male,694999,Self-Employed,Not Graduate,Married,2,1718672,360,691,Yes,Urban,0
37,Male,1777826,Salaried,Not Graduate,Single,2,100093,60,839,Yes,Rural,1
55,Female,170039,Salaried,Graduate,Single,3,55050,360,716,No,Rural,1
33,Female,1759425,Salaried,Graduate,Single,0,1098522,60,352,No,Rural,0
61,Male,356555,Self-Employed,Graduate,Married,3,883148,60,337,No,Rural,0
59,Male,1689663,Salaried,Graduate,Single,0,165455,60,607,No,Rural,1
35,Male,1148899,Salaried,Graduate,Married,4,445654,60,352,Yes,Rural,0
49,Male,1418306,Salaried,Graduate,Single,4,566929,120,751,No,Semiurban,1
49,Female,151577,Self-Employed,Graduate,Married,0,945118,120,760,No,Semiurban,1
31,Male,257792,Self-Employed,Graduate,Married,3,621719,180,785,No,Rural,1
52,Female,1095854,Self-Employed,Graduate,Single,1,1342021,180,436,No,Urban,1
22,Male,1970844,Unemployed,Not Graduate,Single,3,1074627,240,671,No,Urban,0
34,Male,1437116,Self-Employed,Graduate,Single,1,328904,240,555,No,Rural,1
40,Male,1101302,Self-Employed,Not Graduate,Single,3,1045118,120,694,No,Semiurban,1
42,Female,1427082,Salaried,Graduate,Married,2,1770409,12,336,Yes,Semiurban,0
31,Female,1935353,Salaried,Not Graduate,Single,2,93815,36,446,No,Urban,1
47,Male,160785,Unemployed,Not Graduate,Married,4,1816396,12,307,Yes,Rural,0
23,Female,1270803,Salaried,Graduate,Single,4,1501049,240,550,No,Semiurban,0
37,Female,1055112,Salaried,Graduate,Single,0,1710850,180,870,No,Rural,1
64,Male,998389,Self-Employed,Graduate,Single,1,75634,120,746,Yes,Rural,1
48,Male,1788295,Salaried,Not Graduate,Single,2,1421123,12,562,Yes,Urban,0
49,Female,1609089,Self-Employed,Not Graduate,Single,3,1145149,36,738,No,Rural,1
41,Female,1008326,Self-Employed,Not Graduate,Married,0,996152,360,558,Yes,Rural,0
36,Female,1446517,Salaried,Graduate,Single,3,1846648,60,622,No,Urban,0
57,Male,1917708,Self-Employed,Graduate,Married,2,1749963,24,829,Yes,Semiurban,1
40,Male,300653,Salaried,Not Graduate,Single,2,1895304,120,600,No,Rural,0
26,Female,467336,Salaried,Graduate,Married,2,503413,120,784,No,Urban,1
39,Male,413606,Salaried,Graduate,Single,2,858391,36,391,Yes,Semiurban,0
25,Male,540992,Self-Employed,Graduate,Single,3,64570,60,463,No,Rural,1
23,Female,1918109,Self-Employed,Not Graduate,Single,0,1396143,60,634,No,Semiurban,1
21,Female,1083015,Salaried,Graduate,Married,2,130263,24,614,No,Urban,1
58,Male,1536826,Self-Employed,Graduate,Married,4,1509691,360,537,No,Rural,0
35,Male,1509385,Salaried,Graduate,Single,0,1789721,60,382,Yes,Urban,0
54,Female,1898350,Unemployed,Not Graduate,Single,4,162446,360,408,Yes,Urban,0
55,Male,1541730,Salaried,Graduate,Single,3,768166,36,477,No,Rural,1
45,Male,1795437,Self-Employed,Graduate,Married,2,893395,360,549,Yes,Urban,1
44,Female,374737,Salaried,Graduate,Single,0,1597439,180,866,No,Semiurban,1
32,Female,1044235,Salaried,Not Graduate,Married,2,1569667,60,390,No,Urban,0
38,Male,793970,Salaried,Not Graduate,Single,2,84341,180,638,No,Rural,1
35,Male,1736250,Self-Employed,Not Graduate,Married,0,579885,240,468,No,Rural,1
64,Male,536213,Salaried,Graduate,Married,2,535864,240,438,No,Semiurban,1
36,Female,1253036,Unemployed,Not Graduate,Married,2,1594022,180,816,No,Rural,1
47,Male,549437,Salaried,Graduate,Single,1,1502036,36,877,Yes,Urban,1
28,Male,566690,Salaried,Graduate,Married,1,709156,120,483,No,Urban,1
45,Female,1173577,Salaried,Graduate,Single,0,1205703,120,469,No,Rural,1
37,Female,1313951,Self-Employed,Graduate,Married,0,1174165,120,661,Yes,Semiurban,1
49,Male,1049092,Salaried,Not Graduate,Single,2,471744,12,543,No,Semiurban,1
28,Female,302117,Self-Employed,Graduate,Married,4,821280,120,437,No,Rural,0
35,Female,1027751,Unemployed,Graduate,Married,0,1510440,36,327,No,Urban,0
47,Male,1315158,Unemployed,Graduate,Single,2,1968975,24,818,Yes,Rural,0
27,Female,1697485,Salaried,Graduate,Single,4,181607,240,697,No,Rural,1
23,Female,1072426,Self-Employed,Graduate,Married,1,1409189,60,632,No,Semiurban,1
49,Male,1965879,Self-Employed,Graduate,Married,0,1073692,120,616,No,Urban,0
64,Female,828066,Salaried,Graduate,Single,2,245984,12,862,No,Semiurban,1
44,Male,1775199,Self-Employed,Graduate,Married,1,1929501,240,725,Yes,Semiurban,1
23,Male,1951951,Salaried,Graduate,Married,3,1039921,360,435,No,Urban,1
40,Female,202949,Salaried,Not Graduate,Single,1,620073,240,566,No,Urban,1
35,Female,613930,Salaried,Graduate,Single,2,827426,180,406,No,Urban,0
45,Female,245558,Salaried,Not Graduate,Single,4,1445737,12,859,Yes,Rural,1
50,Male,1607032,Salaried,Not Graduate,Married,3,419915,36,437,No,Urban,1
34,Female,1159260,Salaried,Not Graduate,Married,3,441170,24,346,Yes,Rural,0
27,Male,939148,Self-Employed,Graduate,Married,3,1593169,120,667,No,Semiurban,1
37,Female,1346222,Salaried,Graduate,Single,0,557483,120,305,No,Urban,1
64,Female,1965751,Salaried,Not Graduate,Married,2,509777,12,822,No,Rural,1
40,Female,1665509,Salaried,Graduate,Single,3,736229,360,828,Yes,Rural,1
56,Male,1703091,Self-Employed,Graduate,Single,1,246166,36,571,Yes,Rural,1
29,Female,867186,Self-Employed,Graduate,Married,4,1854291,12,365,No,Rural,0
58,Female,1874149,Self-Employed,Graduate,Single,2,1128768,12,719,No,Semiurban,1
42,Male,221916,Self-Employed,Not Graduate,Married,1,1298805,24,638,No,Urban,0
22,Male,1920087,Salaried,Graduate,Single,0,654229,36,797,No,Urban,1
44,Female,1458166,Self-Employed,Graduate,Single,3,1942552,24,768,No,Urban,1
28,Female,922378,Salaried,Graduate,Single,1,1758339,36,630,No,Urban,0
31,Female,1773770,Salaried,Graduate,Married,2,1003595,120,430,No,Urban,1
33,Male,1985471,Self-Employed,Graduate,Single,1,1806446,60,829,Yes,Urban,1
37,Male,1273270,Salaried,Graduate,Married,0,1055565,180,737,No,Rural,1
28,Male,563867,Self-Employed,Not Graduate,Single,4,55017,60,542,No,Urban,1
41,Male,1005126,Self-Employed,Graduate,Single,3,1268851,360,762,No,Rural,1
38,Female,1480728,Salaried,Not Graduate,Single,2,761833,360,649,Yes,Semiurban,1
50,Male,1179242,Salaried,Graduate,Married,3,233195,240,316,No,Rural,0
38,Male,220474,Salaried,Graduate,Married,3,360404,36,765,No,Semiurban,1
51,Male,1761049,Unemployed,Graduate,Married,3,95938,60,662,No,Urban,1
58,Female,500068,Self-Employed,Graduate,Married,1,239001,12,509,No,Semiurban,0
52,Female,1460624,Salaried,Not Graduate,Married,1,1183841,120,824,No,Semiurban,1
31,Male,1141921,Salaried,Not Graduate,Single,4,1585758,360,719,No,Rural,1
45,Male,1979438,Self-Employed,Graduate,Single,0,1989128,180,432,No,Rural,0
53,Female,876499,Self-Employed,Graduate,Married,2,218444,180,313,Yes,Semiurban,0
58,Female,971412,Salaried,Not Graduate,Married,1,1986736,240,343,Yes,Semiurban,0
61,Female,1745368,Salaried,Graduate,Married,3,758612,180,676,Yes,Urban,1
28,Female,1253546,Self-Employed,Graduate,Married,0,326772,120,594,No,Rural,1
31,Female,1477486,Salaried,Not Graduate,Single,2,435383,60,695,No,Semiurban,1
42,Female,791232,Salaried,Graduate,Married,2,1242149,180,403,No,Rural,0
44,Female,554911,Unemployed,Not Graduate,Married,2,692453,360,744,Yes,Urban,0
61,Female,561012,Self-Employed,Graduate,Married,2,1974110,180,361,Yes,Urban,0
37,Male,1372191,Salaried,Not Graduate,Married,4,925792,36,864,Yes,Semiurban,1
32,Male,1696242,Salaried,Graduate,Single,2,1742210,12,711,Yes,Urban,1
52,Male,1887075,Salaried,Graduate,Single,0,380492,36,620,Yes,Semiurban,1
35,Male,1319070,Salaried,Graduate,Married,1,410492,60,430,No,Rural,1
36,Male,1957805,Self-Employed,Graduate,Single,0,142862,120,498,No,Rural,1
42,Male,1731666,Salaried,Graduate,Single,3,296393,120,335,No,Semiurban,1
48,Female,321277,Self-Employed,Graduate,Married,4,1620203,36,515,No,Semiurban,0
40,Female,641966,Unemployed,Graduate,Married,4,1107978,24,885,No,Semiurban,1
53,Male,446303,Salaried,Not Graduate,Single,3,666149,36,605,No,Rural,0
30,Male,1210092,Salaried,Graduate,Single,0,962553,360,866,No,Rural,1
60,Female,1511212,Salaried,Graduate,Single,0,232992,24,311,No,Urban,1
52,Female,965518,Unemployed,Graduate,Single,3,312084,240,382,Yes,Urban,0
53,Female,1836622,Self-Employed,Graduate,Single,2,681377,36,331,Yes,Rural,0
22,Male,1753344,Salaried,Graduate,Married,2,1648864,24,707,Yes,Rural,1
53,Female,333163,Self-Employed,Graduate,Single,1,926227,24,385,No,Semiurban,0
53,Male,1326599,Self-Employed,Not Graduate,Single,0,687173,180,710,Yes,Rural,1
61,Male,522339,Unemployed,Graduate,Single,0,772822,240,862,No,Rural,1
33,Female,1377414,Salaried,Graduate,Single,3,1033896,180,555,Yes,Urban,1
50,Female,975169,Salaried,Not Graduate,Single,3,1890996,24,540,No,Urban,0
53,Male,421409,Self-Employed,Not Graduate,Single,2,255351,24,751,Yes,Semiurban,1
33,Female,788453,Salaried,Graduate,Single,0,893431,12,300,No,Urban,0
46,Female,793789,Salaried,Not Graduate,Single,0,1037178,360,581,Yes,Semiurban,0
42,Male,1972193,Salaried,Graduate,Married,4,1339032,24,898,Yes,Rural,1
59,Female,1531710,Salaried,Not Graduate,Married,1,262690,360,813,No,Rural,1
22,Male,644670,Salaried,Graduate,Single,1,496642,180,418,No,Semiurban,1
58,Male,951818,Unemployed,Graduate,Married,2,1026328,24,804,Yes,Urban,0
59,Female,973857,Salaried,Not Graduate,Married,0,163174,120,379,No,Urban,1
46,Male,271635,Salaried,Graduate,Married,4,804270,12,518,No,Rural,0
35,Male,848614,Self-Employed,Graduate,Married,0,255471,24,816,No,Urban,1
54,Female,370935,Salaried,Graduate,Married,3,634947,180,765,No,Semiurban,1
62,Female,1710142,Salaried,Graduate,Married,2,1005294,180,817,No,Rural,1
64,Female,1252210,Self-Employed,Graduate,Single,1,820064,60,801,Yes,Urban,1
60,Male,1154221,Self-Employed,Graduate,Single,0,1193919,180,357,No,Rural,0
31,Male,853022,Self-Employed,Graduate,Married,2,465334,360,636,No,Rural,1
23,Female,1023420,Self-Employed,Graduate,Single,1,233097,12,809,No,Urban,1
26,Male,1957720,Salaried,Graduate,Married,0,1158514,360,725,No,Semiurban,1
29,Female,642503,Unemployed,Graduate,Single,4,1103725,180,859,No,Urban,0
26,Female,368599,Salaried,Graduate,Single,2,612367,120,669,No,Urban,1
29,Male,387919,Self-Employed,Not Graduate,Single,0,707844,36,710,No,Urban,1
59,Female,618668,Salaried,Graduate,Married,1,1022978,120,731,No,Urban,1
51,Male,553359,Unemployed,Graduate,Single,1,1582519,240,495,No,Urban,0
52,Male,1683183,Self-Employed,Not Graduate,Single,4,1474036,360,676,No,Urban,1
61,Female,1790307,Self-Employed,Not Graduate,Married,2,360745,120,664,Yes,Semiurban,1
32,Male,1490144,Salaried,Graduate,Married,2,564681,12,704,No,Rural,1
28,Female,1549564,Salaried,Not Graduate,Single,0,823253,12,791,No,Semiurban,1
28,Male,978416,Self-Employed,Graduate,Married,1,880241,60,365,No,Urban,0
48,Male,191505,Self-Employed,Not Graduate,Single,1,1250439,180,690,No,Semiurban,1
40,Male,1301054,Salaried,Graduate,Single,4,1823279,60,382,No,Rural,0
27,Female,1261275,Unemployed,Graduate,Married,4,207720,12,780,No,Semiurban,1
31,Male,1094461,Self-Employed,Graduate,Married,2,474306,180,528,No,Urban,1
40,Female,1617256,Salaried,Not Graduate,Single,1,402780,12,524,Yes,Rural,1
36,Male,1050444,Self-Employed,Graduate,Married,0,704654,12,412,Yes,Urban,0
24,Male,304721,Salaried,Graduate,Single,3,1326133,36,484,No,Urban,0
26,Female,1160165,Salaried,Graduate,Married,0,1200053,120,811,No,Rural,1
42,Female,971190,Salaried,Not Graduate,Married,4,1116433,60,472,No,Rural,0
46,Female,286668,Self-Employed,Not Graduate,Married,0,961737,360,822,No,Urban,1
23,Female,428518,Self-Employed,Graduate,Married,1,243399,60,504,No,Semiurban,0
61,Female,792974,Salaried,Graduate,Married,2,1866452,24,837,No,Rural,1
62,Male,1464495,Self-Employed,Graduate,Single,3,1323034,240,618,No,Semiurban,1
34,Male,1584520,Self-Employed,Graduate,Single,2,823386,36,458,No,Semiurban,1
31,Female,957461,Self-Employed,Not Graduate,Single,3,1272615,12,577,No,Rural,0
38,Male,758269,Salaried,Graduate,Married,3,1938717,12,447,No,Semiurban,0
32,Male,1514359,Self-Employed,Graduate,Single,1,1035452,36,382,No,Rural,0
43,Male,1312586,Salaried,Graduate,Single,1,229933,180,718,No,Rural,1
32,Female,1753969,Salaried,Graduate,Married,4,691127,60,837,No,Rural,1
33,Male,673472,Salaried,Graduate,Married,4,1822654,12,882,Yes,Rural,1
45,Male,556884,Salaried,Graduate,Married,3,173307,240,848,Yes,Semiurban,1
39,Male,409021,Self-Employed,Graduate,Single,4,172850,24,691,Yes,Semiurban,0
56,Female,297032,Salaried,Graduate,Single,1,70948,60,432,Yes,Rural,0
28,Male,800807,Self-Employed,Graduate,Married,4,345926,120,541,Yes,Rural,0
49,Male,1341005,Salaried,Graduate,Single,3,1804692,360,750,No,Rural,1
52,Female,607820,Salaried,Graduate,Single,2,1967797,360,499,No,Rural,0
64,Female,1039171,Unemployed,Not Graduate,Married,0,679505,240,416,No,Urban,0
38,Male,1512516,Self-Employed,Graduate,Single,4,806391,36,518,No,Semiurban,1
26,Male,427948,Salaried,Graduate,Married,1,1298036,60,604,No,Semiurban,0
38,Female,1850596,Salaried,Not Graduate,Single,2,527744,360,542,No,Rural,1
39,Female,1183237,Salaried,Graduate,Married,1,1034313,120,591,No,Urban,0
42,Female,1868562,Salaried,Graduate,Single,4,188721,24,600,No,Urban,1
57,Female,309204,Self-Employed,Graduate,Single,3,1782938,180,687,No,Urban,0
52,Female,1992959,Self-Employed,Graduate,Married,0,609011,360,887,No,Rural,1
61,Female,1073953,Salaried,Graduate,Married,0,124314,36,508,No,Urban,1
23,Female,1479785,Unemployed,Graduate,Married,2,926744,180,613,Yes,Rural,0
48,Male,1037935,Self-Employed,Not Graduate,Married,0,1299733,360,325,No,Urban,0
30,Female,255072,Salaried,Not Graduate,Single,3,262471,240,378,Yes,Rural,0
55,Female,814490,Salaried,Graduate,Married,1,848241,12,427,Yes,Rural,0
49,Male,239360,Self-Employed,Graduate,Married,3,713662,180,712,No,Semiurban,1
35,Female,212287,Self-Employed,Graduate,Married,2,320244,12,436,No,Rural,0
53,Female,1436585,Salaried,Graduate,Married,2,1822383,240,633,No,Urban,1
27,Male,857062,Salaried,Graduate,Married,0,389771,360,847,No,Semiurban,1
32,Female,842353,Salaried,Not Graduate,Single,3,648923,120,687,No,Urban,1
50,Male,837235,Self-Employed,Graduate,Married,1,1415740,60,870,No,Rural,1
41,Male,920644,Salaried,Not Graduate,Married,3,579951,24,529,Yes,Semiurban,0
51,Male,811414,Salaried,Not Graduate,Married,1,1980448,120,720,No,Rural,1
44,Male,380881,Self-Employed,Not Graduate,Single,1,537043,24,423,No,Rural,0
40,Female,1305933,Unemployed,Graduate,Single,3,1798585,180,387,No,Urban,0
57,Male,1640309,Unemployed,Graduate,Single,4,883568,24,440,Yes,Urban,0
24,Male,357440,Salaried,Graduate,Married,3,820602,180,350,Yes,Urban,0
48,Female,703958,Salaried,Graduate,Married,1,1878719,24,866,No,Semiurban,1
64,Male,1024820,Salaried,Graduate,Single,2,943034,36,704,No,Urban,1
40,Male,1549876,Salaried,Graduate,Single,2,1658968,120,636,No,Rural,1
44,Male,1357955,Unemployed,Graduate,Married,0,1662001,360,665,No,Semiurban,0
52,Male,918447,Salaried,Graduate,Married,2,1494326,360,557,Yes,Urban,0
61,Female,1396735,Salaried,Not Graduate,Married,4,1952770,36,687,No,Urban,1
56,Male,344152,Salaried,Graduate,Single,1,1544237,60,344,No,Urban,0
54,Female,753623,Salaried,Graduate,Married,3,714945,360,568,Yes,Rural,1
56,Female,962744,Self-Employed,Graduate,Married,3,1060300,60,610,No,Urban,1
22,Male,1172660,Salaried,Not Graduate,Single,4,536163,12,577,No,Rural,1
35,Male,1265561,Salaried,Graduate,Single,2,803830,360,774,No,Semiurban,1
54,Male,1853608,Salaried,Graduate,Single,1,1437158,12,866,Yes,Urban,1
56,Male,1974577,Salaried,Graduate,Married,2,86392,360,444,No,Rural,1
26,Female,1125112,Salaried,Not Graduate,Single,0,920699,360,534,No,Urban,1
59,Female,633178,Self-Employed,Not Graduate,Single,2,1312972,12,435,No,Urban,0
62,Female,1369925,Self-Employed,Graduate,Married,0,1088370,240,744,Yes,Semiurban,1
32,Male,705839,Self-Employed,Graduate,Married,3,212198,60,652,No,Semiurban,1
23,Female,764101,Unemployed,Graduate,Single,1,354629,24,693,No,Rural,1
38,Male,599813,Unemployed,Graduate,Married,0,554121,180,574,No,Rural,1
60,Male,1585062,Unemployed,Graduate,Single,2,1865343,240,683,No,Rural,0
41,Male,1899148,Salaried,Not Graduate,Married,2,357942,24,622,No,Semiurban,1
35,Male,1208213,Salaried,Not Graduate,Married,3,1822246,120,482,Yes,Rural,0
53,Male,1103197,Salaried,Graduate,Single,4,1238665,60,872,No,Semiurban,1
55,Female,1077328,Self-Employed,Graduate,Single,4,731060,360,739,Yes,Semiurban,1
46,Female,1852417,Unemployed,Graduate,Single,2,927112,360,362,Yes,Urban,0
28,Male,701238,Self-Employed,Not Graduate,Married,4,1194022,360,333,No,Urban,0
56,Female,566704,Salaried,Not Graduate,Single,1,551670,180,776,Yes,Rural,1
50,Male,1850734,Unemployed,Graduate,Married,4,1277327,180,386,No,Semiurban,0
43,Male,1696336,Salaried,Graduate,Married,1,273293,180,509,No,Semiurban,1
62,Male,150215,Salaried,Graduate,Single,2,139938,12,761,No,Semiurban,1
64,Female,517747,Salaried,Graduate,Married,2,87232,180,380,No,Urban,0
34,Male,947955,Salaried,Not Graduate,Married,2,800959,180,621,No,Semiurban,1
34,Male,1005121,Salaried,Graduate,Single,3,1581453,60,714,Yes,Rural,1
22,Female,1222410,Salaried,Not Graduate,Married,4,1078189,24,489,No,Rural,0
57,Female,1495194,Salaried,Graduate,Married,0,1515812,240,532,Yes,Urban,1
25,Female,1765930,Self-Employed,Not Graduate,Single,0,933671,240,691,No,Rural,1
58,Male,1167375,Self-Employed,Graduate,Single,2,107172,360,468,No,Semiurban,1
61,Male,422544,Self-Employed,Not Graduate,Married,4,409449,24,742,No,Semiurban,1
34,Female,684633,Salaried,Graduate,Married,1,194818,36,467,Yes,Rural,0
59,Male,1232472,Self-Employed,Graduate,Married,0,303048,36,530,Yes,Urban,1
45,Female,1677222,Unemployed,Graduate,Married,2,1031041,120,449,No,Semiurban,0
40,Female,1697963,Salaried,Graduate,Single,0,578382,60,849,No,Semiurban,1
22,Male,964661,Salaried,Graduate,Married,0,1167042,36,685,No,Urban,1
59,Male,660269,Salaried,Graduate,Married,0,1984075,36,680,No,Semiurban,1
26,Female,1466303,Salaried,Not Graduate,Married,2,342899,60,574,Yes,Rural,1
37,Female,1072401,Self-Employed,Graduate,Married,2,1325289,24,361,Yes,Rural,0
45,Female,663622,Self-Employed,Not Graduate,Single,3,192624,360,766,No,Urban,1
48,Female,1270113,Salaried,Not Graduate,Married,3,544970,120,827,No,Urban,1
22,Male,1963353,Self-Employed,Graduate,Single,3,1289139,120,449,Yes,Rural,0
55,Female,547783,Self-Employed,Graduate,Single,0,1389720,120,441,No,Urban,0
57,Female,1797671,Unemployed,Graduate,Single,4,1839575,36,415,No,Rural,0
25,Female,803936,Salaried,Graduate,Single,2,1021457,24,364,Yes,Urban,0
21,Male,1049084,Unemployed,Graduate,Single,3,107564,120,728,No,Rural,1
60,Male,620455,Salaried,Not Graduate,Married,4,719462,60,609,No,Semiurban,0
32,Female,818689,Self-Employed,Graduate,Single,3,182933,120,729,No,Semiurban,1
56,Male,382117,Salaried,Graduate,Single,3,1404294,240,460,No,Rural,0
43,Male,1971644,Salaried,Graduate,Single,4,213754,12,605,Yes,Semiurban,1
51,Male,1532512,Self-Employed,Not Graduate,Married,3,653107,24,660,No,Rural,1
31,Female,1592020,Salaried,Graduate,Single,0,1451853,12,577,No,Urban,1
30,Female,1411862,Salaried,Graduate,Married,0,1344445,24,595,No,Semiurban,1
23,Male,711340,Salaried,Graduate,Single,0,652260,180,850,No,Semiurban,1
34,Female,600985,Self-Employed,Graduate,Single,1,1978968,60,468,No,Semiurban,0
36,Female,196032,Salaried,Not Graduate,Married,3,1819121,180,758,No,Rural,0
30,Male,654910,Self-Employed,Not Graduate,Married,1,1959434,36,879,Yes,Semiurban,1
49,Male,1156225,Salaried,Graduate,Married,2,1015624,36,306,No,Urban,0
30,Female,1494406,Salaried,Graduate,Single,4,1661161,180,896,No,Semiurban,1
32,Male,1013413,Salaried,Graduate,Married,2,1621968,24,431,No,Urban,0
50,Female,773090,Salaried,Graduate,Married,1,1737011,120,887,No,Semiurban,1
61,Female,1070313,Salaried,Graduate,Married,0,1631163,12,646,No,Semiurban,1
21,Male,1432913,Salaried,Graduate,Married,3,1664248,60,895,No,Urban,1
25,Female,1371433,Unemployed,Graduate,Married,3,429326,120,552,No,Semiurban,0
40,Female,579763,Self-Employed,Not Graduate,Single,0,388837,36,709,No,Urban,1
28,Male,454962,Salaried,Graduate,Married,3,1849235,120,842,No,Urban,1
63,Male,1532647,Salaried,Not Graduate,Single,4,1917695,360,654,No,Urban,0
32,Male,1919617,Self-Employed,Graduate,Married,4,769937,360,863,Yes,Semiurban,1
21,Female,491609,Salaried,Graduate,Married,4,1420767,180,667,No,Semiurban,0
40,Male,1943798,Salaried,Not Graduate,Single,2,191263,360,883,No,Urban,1
48,Male,900887,Self-Employed,Graduate,Single,0,237956,180,810,No,Semiurban,1
63,Male,787509,Self-Employed,Graduate,Single,4,367055,240,832,Yes,Rural,1
57,Male,449477,Self-Employed,Graduate,Single,1,913735,240,827,No,Urban,1
57,Female,1325033,Salaried,Graduate,Married,4,526663,12,827,Yes,Urban,1
32,Female,1477296,Salaried,Not Graduate,Single,2,1979173,360,701,No,Rural,1
57,Male,1318451,Self-Employed,Not Graduate,Married,1,1198906,36,474,Yes,Rural,0
64,Female,1030432,Salaried,Graduate,Married,0,1453200,24,377,No,Urban,0
48,Male,616995,Salaried,Graduate,Married,0,224798,360,739,Yes,Rural,1
35,Male,705889,Salaried,Graduate,Single,4,1133199,60,848,Yes,Urban,1
26,Female,1004378,Salaried,Graduate,Single,1,1605159,180,531,No,Semiurban,0
64,Female,1512836,Unemployed,Graduate,Single,1,1736083,360,699,Yes,Rural,0
40,Male,1716541,Self-Employed,Graduate,Married,4,1352974,60,512,No,Urban,1
34,Male,1709048,Self-Employed,Graduate,Single,4,1313165,36,492,No,Urban,0
22,Female,778474,Salaried,Graduate,Single,3,697377,24,871,No,Urban,1
29,Male,999326,Salaried,Graduate,Married,3,1410720,240,566,Yes,Rural,0
57,Female,839995,Salaried,Graduate,Single,4,1432214,180,425,No,Semiurban,0
40,Male,1992473,Salaried,Graduate,Married,2,523457,12,681,No,Semiurban,1
46,Male,1779618,Unemployed,Not Graduate,Single,3,1456892,60,843,No,Rural,1
49,Female,1427623,Salaried,Not Graduate,Single,4,1816963,360,801,No,Urban,1
21,Female,242850,Salaried,Graduate,Single,1,764355,36,702,Yes,Urban,1
55,Female,1046197,Salaried,Graduate,Single,3,1927884,60,560,No,Urban,0
26,Female,1939055,Self-Employed,Not Graduate,Single,2,1216793,360,686,No,Rural,1
57,Female,1553411,Salaried,Not Graduate,Married,0,1018574,240,711,No,Rural,1
25,Female,1761735,Salaried,Not Graduate,Single,1,402832,240,645,No,Urban,1
53,Female,1392522,Salaried,Graduate,Single,2,1989073,24,393,No,Urban,0
34,Male,620949,Self-Employed,Not Graduate,Single,2,640512,12,627,No,Urban,0
32,Male,965943,Salaried,Graduate,Single,2,599653,240,399,No,Rural,1
62,Male,1017392,Unemployed,Not Graduate,Single,1,1128239,24,760,No,Rural,0
